,provnum,name,address,city,state,zip,county,bedcert,ownership,employee_cases,resident_cases,resident_deaths,cna_hprd,lpn_hprd,rn_hprd,total_hprd,full_address_from_csv,google_address,google_long,google_lat
426,395606,JOHN J KANE REGIONAL CENTER- ROSS TOWNSHIP,110 MCINTYRE ROAD,PITTSBURGH,PA,15237,ALLEGHENY,240,Government - County,*,0,0,2.0000400000000003,0.46474,0.7892399999999999,3.25402,"110 MCINTYRE ROAD, PITTSBURGH, PA, , 15237, USA","110 McIntyre Rd, McKnight, PA 15237, USA",-80.01471500000001,40.5498485
427,395607,SHIPPENVILLE HEALTHCARE AND REHABILITATION CENTER,21158 PAINT BOULEVARD,SHIPPENVILLE,PA,16254,CLARION,120,For profit - Corporation,0,0,0,1.59801,1.00811,0.50437,3.11049,"21158 PAINT BOULEVARD, SHIPPENVILLE, PA, , 16254, USA","21158 Paint Blvd, Shippenville, PA 16254, USA",-79.42725310000002,41.24098980000001
428,395609,ROUSE- WARREN COUNTY HOME,701 ROUSE AVENUE,YOUNGSVILLE,PA,16371,WARREN,176,Government - County,0,0,0,2.63327,1.03676,0.7282,4.39823,"701 ROUSE AVENUE, YOUNGSVILLE, PA, , 16371, USA","701 Rouse Ave, Youngsville, PA 16371, USA",-79.2980584,41.8446586
429,395610,RICHLAND HEALTHCARE AND REHABILITATION CENTER,349 VOTECH DRIVE,JOHNSTOWN,PA,15904,CAMBRIA,97,For profit - Corporation,0,0,0,1.97496,0.66986,0.71667,3.3614900000000003,"349 VOTECH DRIVE, JOHNSTOWN, PA, , 15904, USA","349 Vo Tech Dr, Johnstown, PA 15904, USA",-78.8355215,40.2774486
430,395612,SPIRITRUST LUTHERAN THE VILLAGE AT SPRENKLE DRIVE,1801 FOLKEMER CIRCLE,YORK,PA,17404,YORK,104,Non profit - Corporation,0,0,0,2.16871,0.82695,0.63221,3.62787,"1801 FOLKEMER CIRCLE, YORK, PA, , 17404, USA","1801 Folkemer Cir, York, PA 17404, USA",-76.7505305,39.9928702
431,395613,LAUREL LAKES REHABILITATION AND WELLNESS CENTER,201 FRANKLIN FARM LANE,CHAMBERSBURG,PA,17201,FRANKLIN,186,For profit - Corporation,0,0,0,2.0243,0.8702799999999999,0.40004,3.29462,"201 FRANKLIN FARM LANE, CHAMBERSBURG, PA, , 17201, USA","201 Franklin Farm Ln, Chambersburg, PA 17202, USA",-77.6299271,39.9305441
432,395614,ROLLING HILLS HEALTHCARE AND REHABILITATION CENTER,17350 OLD TURNPIKE ROAD,MILLMONT,PA,17845,UNION,57,For profit - Corporation,0,0,0,1.6097,0.94723,0.6777,3.23463,"17350 OLD TURNPIKE ROAD, MILLMONT, PA, , 17845, USA","17350 Old Turnpike Rd, Millmont, PA 17845, USA",-77.1861495,40.8979377
433,395616,"SUSQUE- VIEW HOME, INC.",22 CREE DRIVE,LOCK HAVEN,PA,17745,CLINTON,146,Government - County,0,0,0,2.34659,0.94407,0.49633,3.78699,"22 CREE DRIVE, LOCK HAVEN, PA, , 17745, USA","22 Cree Dr, Lock Haven, PA 17745, USA",-77.468468,41.132444
434,395617,JOHN J KANE REGIONAL CENTER- SCOTT TOWNSHIP,300 KANE BOULEVARD,PITTSBURGH,PA,15243,ALLEGHENY,311,Government - County,*,0,0,1.91567,0.68861,0.95339,3.5576800000000004,"300 KANE BOULEVARD, PITTSBURGH, PA, , 15243, USA","300 Kane Blvd, Pittsburgh, PA 15243, USA",-80.08714700000002,40.373754
435,395618,MULBERRY HEALTHCARE AND REHABILITATION CENTER,411 1/2 W MAHONING STREET,PUNXSUTAWNEY,PA,15767,JEFFERSON,75,For profit - Corporation,0,0,0,1.81312,0.82442,0.61039,3.24793,"411 1/2 W MAHONING STREET, PUNXSUTAWNEY, PA, , 15767, USA","527 1/2 W Mahoning St #411, Punxsutawney, PA 15767, USA",-78.97886129999999,40.9418317
436,395619,"ROLLING FIELDS, INC",9108 STATE HIGHWAY 198,CONNEAUTVILLE,PA,16406,CRAWFORD,181,For profit - Corporation,0,0,0,2.39547,0.87815,0.5859,3.85951,"9108 STATE HIGHWAY 198, CONNEAUTVILLE, PA, , 16406, USA","9108 PA-198, Conneautville, PA 16406, USA",-80.35486379999999,41.7526536
437,395620,WEST HILLS HEALTH AND REHABILITATION CENTER,951 BRODHEAD ROAD,CORAOPOLIS,PA,15108,ALLEGHENY,150,For profit - Partnership,0,0,0,2.18348,0.84524,0.87418,3.9029,"951 BRODHEAD ROAD, CORAOPOLIS, PA, , 15108, USA","951 Brodhead Rd, Moon Twp, PA 15108, USA",-80.2249906,40.5193254
438,395623,GRANDVIEW NURSING AND REHABILITATION,78 WOODBINE LANE,DANVILLE,PA,17821,MONTOUR,172,For profit - Corporation,0,0,0,2.28895,0.95728,0.3961,3.64233,"78 WOODBINE LANE, DANVILLE, PA, , 17821, USA","78 Woodbine Ln, Danville, PA 17821, USA",-76.57756959999999,40.9653584
439,395624,ROLLING MEADOWS,107 CURRY ROAD,WAYNESBURG,PA,15370,GREENE,121,Non profit - Corporation,0,0,0,2.0558,0.79643,0.7159399999999999,3.56817,"107 CURRY ROAD, WAYNESBURG, PA, , 15370, USA","107 Curry Rd, Waynesburg, PA 15370, USA",-80.1270866,39.8899784
440,395625,MARYWOOD HEIGHTS,2500 ADAMS AVENUE,SCRANTON,PA,18509,LACKAWANNA,54,Non profit - Corporation,0,0,0,2.87232,0.7256600000000001,0.57385,4.17183,"2500 ADAMS AVENUE, SCRANTON, PA, , 18509, USA","2500 Adams Ave, Scranton, PA 18509, USA",-75.6334672,41.4358753
441,395626,JEFFERSON MANOR HEALTH CENTER,417 ROUTE 28,BROOKVILLE,PA,15825,JEFFERSON,160,Non profit - Corporation,0,0,0,2.0320400000000003,1.30772,0.47159,3.81134,"417 ROUTE 28, BROOKVILLE, PA, , 15825, USA","417 PA-28, Brookville, PA 15825, USA",-79.05444179999999,41.1622253
442,395627,FAIRLANE GARDENS NURSING AND REHAB AT READING,21 FAIRLANE ROAD,READING,PA,19606,BERKS,124,For profit - Corporation,10,23,*,1.91741,0.71334,0.47988,3.11063,"21 FAIRLANE ROAD, READING, PA, , 19606, USA","21 Fairlane Rd, Reading, PA 19606, USA",-75.8522606,40.3041946
443,395629,MT. MACRINA MANOR,520 WEST MAIN STREET,UNIONTOWN,PA,15401,FAYETTE,139,Non profit - Church related,0,*,*,2.17634,0.94729,0.82424,3.94787,"520 WEST MAIN STREET, UNIONTOWN, PA, , 15401, USA","520 W Main St, Uniontown, PA 15401, USA",-79.7446136,39.9101514
444,395631,UNITED ZION RETIREMENT COMMUNITY,722 FURNACE HILL PIKE,LITITZ,PA,17543,LANCASTER,59,Non profit - Corporation,9,17,*,2.47543,1.03921,0.8548,4.36944,"722 FURNACE HILL PIKE, LITITZ, PA, , 17543, USA","722 Furnace Hills Pike, Lititz, PA 17543, USA",-76.3100402,40.1786809
445,395633,HAVENCREST HEALTHCARE AND REHABILITATION CENTER,1277 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,WASHINGTON,48,For profit - Corporation,0,0,0,1.93998,0.64255,0.8274100000000001,3.40993,"1277 COUNTRY CLUB ROAD, MONONGAHELA, PA, , 15063, USA","1277 Country Club Rd, Monongahela, PA 15063, USA",-79.9134777,40.1737836
446,395634,SOUDERTON MENNONITE HOMES,207 WEST SUMMIT AVENUE,SOUDERTON,PA,18964,MONTGOMERY,71,Non profit - Corporation,*,*,0,2.10777,0.46969,1.23529,3.81275,"207 WEST SUMMIT AVENUE, SOUDERTON, PA, , 18964, USA","207 W Summit St, Souderton, PA 18964, USA",-75.3332889,40.311043
447,395636,"MANOR AT ST. LUKE VILLAGE, THE",1711 EAST BROAD STREET,HAZLETON,PA,18201,LUZERNE,104,For profit - Corporation,0,0,0,2.07768,1.06361,0.51977,3.66107,"1711 EAST BROAD STREET, HAZLETON, PA, , 18201, USA","1711 E Broad St, Hazleton, PA 18201, USA",-75.9506332,40.94203359999999
448,395637,HOLY FAMILY HOME,5300 CHESTER AVENUE,PHILADELPHIA,PA,19143,PHILADELPHIA,45,Non profit - Corporation,10,*,*,4.16657,0.71844,1.14049,6.0255,"5300 CHESTER AVENUE, PHILADELPHIA, PA, , 19143, USA","5300 Chester Ave, Philadelphia, PA 19143, USA",-75.22178869999999,39.9396032
449,395638,MASONIC VILLAGE AT SEWICKLEY,1000 MASONIC DRIVE,SEWICKLEY,PA,15143,ALLEGHENY,128,Non profit - Corporation,0,0,0,2.40896,0.62152,0.84309,3.87357,"1000 MASONIC DRIVE, SEWICKLEY, PA, , 15143, USA","1000 Masonic Dr, Sewickley, PA 15143, USA",-80.1427432,40.5300375
450,395640,JOHN J KANE REGIONAL CENTER- MCKEESPORT,100 NINTH STREET,MCKEESPORT,PA,15132,ALLEGHENY,360,Government - County,0,*,*,2.0274400000000004,0.69207,0.70691,3.42642,"100 NINTH STREET, MCKEESPORT, PA, , 15132, USA","100 9th St, McKeesport, PA 15132, USA",-79.8668711,40.34613969999999
451,395644,MID-VALLEY HEALTH CARE CENTER,81 STURGES ROAD,PECKVILLE,PA,18452,LACKAWANNA,38,For profit - Corporation,0,0,0,2.0021400000000003,0.64817,0.79627,3.44659,"81 STURGES ROAD, PECKVILLE, PA, , 18452, USA","81 Sturges Rd, Peckville, PA 18452, USA",-75.58903769999999,41.4894007
452,395645,EDINBORO MANOR,419 WATERFORD STREET,EDINBORO,PA,16412,ERIE,121,For profit - Corporation,0,0,0,2.06556,0.64649,0.59873,3.3107800000000003,"419 WATERFORD STREET, EDINBORO, PA, , 16412, USA","419 Waterford St, Edinboro, PA 16412, USA",-80.11175659999999,41.8807273
453,395646,OAK HILL HEALTHCARE AND REHABILITATION CENTER,827 GEORGES STATION ROAD,GREENSBURG,PA,15601,WESTMORELAND,48,For profit - Corporation,0,0,0,1.76511,0.62964,0.88986,3.28461,"827 GEORGES STATION ROAD, GREENSBURG, PA, , 15601, USA","827 Georges Station Rd, Greensburg, PA 15601, USA",-79.4938962,40.3004415
454,395647,SPIRITRUST LUTHERAN THE VILLAGE AT GETTYSBURG,1075 OLD HARRISBURG ROAD,GETTYSBURG,PA,17325,ADAMS,60,Non profit - Corporation,*,*,0,2.34347,0.73349,0.70189,3.77885,"1075 OLD HARRISBURG ROAD, GETTYSBURG, PA, , 17325, USA","1075 Old Harrisburg Rd, Gettysburg, PA 17325, USA",-77.2148528,39.8518724
455,395650,WARREN MANOR,682 PLEASANT DRIVE,WARREN,PA,16365,WARREN,121,For profit - Corporation,0,0,0,1.93633,0.85936,0.72448,3.5201800000000003,"682 PLEASANT DRIVE, WARREN, PA, , 16365, USA","682 Pleasant Dr, Warren, PA 16365, USA",-79.176194,41.833227
456,395652,RIDGEVIEW HEALTHCARE AND REHABILITATION CENTER,30 FOURTH AVENUE,CURWENSVILLE,PA,16833,CLEARFIELD,131,For profit - Corporation,No Data,No Data,No Data,1.86776,0.8588100000000001,0.5193800000000001,3.24596,"30 FOURTH AVENUE, CURWENSVILLE, PA, , 16833, USA","30 4th Ave, Curwensville, PA 16833, USA",-78.53212099999999,40.985245
457,395653,WOODHAVEN CARE CENTER,2400 MCGINLEY ROAD,MONROEVILLE,PA,15146,ALLEGHENY,120,For profit - Corporation,0,0,0,1.77426,1.12056,0.72592,3.62075,"2400 MCGINLEY ROAD, MONROEVILLE, PA, , 15146, USA","2400 McGinley Rd, Monroeville, PA 15146, USA",-79.7448611,40.4229631
458,395654,BONHAM NURSING CENTER,477 BONNIEVILLE ROAD,STILLWATER,PA,17878,LUZERNE,77,For profit - Corporation,0,0,0,2.61612,0.91346,0.597,4.1265800000000015,"477 BONNIEVILLE ROAD, STILLWATER, PA, , 17878, USA","477 Bonnieville Rd, Stillwater, PA 17878, USA",-76.2730515,41.205901
459,395656,FREDERICK LIVING - CEDARWOOD,2849 BIG ROAD,FREDERICK,PA,19435,MONTGOMERY,61,Non profit - Corporation,0,0,0,2.71461,0.35106,1.60433,4.67,"2849 BIG ROAD, FREDERICK, PA, , 19435, USA","2849 Big Rd, Zieglerville, PA 19492, USA",-75.526459,40.3023669
460,395660,CLAREMONT NURSING AND REHABIL CTR OF CUMBERLAND CO,1000 CLAREMONT ROAD,CARLISLE,PA,17013,CUMBERLAND,282,Government - County,*,0,0,2.21437,0.93681,0.5162399999999999,3.66742,"1000 CLAREMONT ROAD, CARLISLE, PA, , 17013, USA","1000 Claremont Rd, Carlisle, PA 17013, USA",-77.1619979,40.2122245
461,395661,MEYERSDALE HEALTHCARE AND REHABILITATION CENTER,201 HOSPITAL DRIVE,MEYERSDALE,PA,15552,SOMERSET,99,For profit - Corporation,0,0,0,1.75607,0.85275,0.64332,3.2521400000000003,"201 HOSPITAL DRIVE, MEYERSDALE, PA, , 15552, USA","201 Hospital Dr, Meyersdale, PA 15552, USA",-79.025769,39.8089
462,395665,WILLOWBROOKE COURTSKILLEDCARECENTER AT NORMANDYFARMS ESTATES,8000 TWIN SILO DRIVE,BLUE BELL,PA,19422,MONTGOMERY,73,Non profit - Corporation,5,*,0,2.19675,0.4742,1.14851,3.81946,"8000 TWIN SILO DRIVE, BLUE BELL, PA, , 19422, USA","8000 Twin Silo Dr, Blue Bell, PA 19422, USA",-75.2857683,40.1870441
463,395666,MANORCARE HEALTH SERVICES-NORTHSIDE,2170 RHINE STREET,PITTSBURGH,PA,15212,ALLEGHENY,100,Non profit - Corporation,0,0,0,1.6458700000000002,0.7075600000000001,0.8365,3.18992,"2170 RHINE STREET, PITTSBURGH, PA, , 15212, USA","2170 Rhine St, Pittsburgh, PA 15212, USA",-79.9935418,40.4683019
464,395670,MONROEVILLE REHABILITATION AND WELLNESS CENTER,4142 MONROEVILLE BLVD,MONROEVILLE,PA,15146,ALLEGHENY,120,For profit - Corporation,0,0,0,1.83474,0.68398,0.62062,3.13934,"4142 MONROEVILLE BLVD, MONROEVILLE, PA, , 15146, USA","4142 Monroeville Blvd, Monroeville, PA 15146, USA",-79.76408219999999,40.432596
465,395671,SOUTHMONT OF PRESBYTERIAN SENIORCARE,835 SOUTH MAIN STREET,WASHINGTON,PA,15301,WASHINGTON,155,Non profit - Corporation,0,*,0,2.03762,0.90135,0.66096,3.59992,"835 SOUTH MAIN STREET, WASHINGTON, PA, , 15301, USA","835 S Main St, Washington, PA 15301, USA",-80.23574769999999,40.1597297
466,395672,"LECOM AT VILLAGE SQUARE, LLC",149 WEST 22ND STREET,ERIE,PA,16502,ERIE,110,Non profit - Corporation,*,0,0,2.0937900000000003,1.06671,0.47139,3.63189,"149 WEST 22ND STREET, ERIE, PA, , 16502, USA","149 W 22nd St, Erie, PA 16502, USA",-80.07907229999999,42.1137858
467,395674,UNIONTOWN HEALTHCARE AND REHABILITATION CENTER,129 FRANKLIN AVENUE,UNIONTOWN,PA,15401,FAYETTE,120,For profit - Corporation,0,0,0,1.94502,0.66563,0.58563,3.19628,"129 FRANKLIN AVENUE, UNIONTOWN, PA, , 15401, USA","129 Franklin Ave, Uniontown, PA 15401, USA",-79.73937409999999,39.8802929
468,395675,WAYNESBURG HEALTHCARE AND REHABILITATION CENTER,300 CENTER AVENUE,WAYNESBURG,PA,15370,GREENE,111,For profit - Corporation,0,0,0,2.0085,0.81898,0.55821,3.3857,"300 CENTER AVENUE, WAYNESBURG, PA, , 15370, USA","300 Center Ave, Waynesburg, PA 15370, USA",-80.1467318,39.89345590000001
469,395678,"WILLIAMSPORT HOME, THE",1900 RAVINE ROAD,WILLIAMSPORT,PA,17701,LYCOMING,129,Non profit - Corporation,*,0,0,2.6162400000000003,0.98211,0.68479,4.28314,"1900 RAVINE ROAD, WILLIAMSPORT, PA, , 17701, USA","1900 Ravine Rd, Williamsport, PA 17701, USA",-77.0240613,41.2612167
470,395679,"GROVE AT WASHINGTON, THE",1198 W. WYLIE AVENUE,WASHINGTON,PA,15301,WASHINGTON,74,For profit - Corporation,No Data,No Data,No Data,1.91444,0.6988800000000001,0.518,3.13131,"1198 W. WYLIE AVENUE, WASHINGTON, PA, , 15301, USA","1198 W Wylie Ave, Washington, PA 15301, USA",-80.2847812,40.1841399
471,395681,COUNTRYSIDE CHRISTIAN COMMUNITY,200 BELLANN COURT,ANNVILLE,PA,17003,LEBANON,33,Non profit - Corporation,0,0,0,4.91186,0.52784,4.77887,10.21856,"200 BELLANN COURT, ANNVILLE, PA, , 17003, USA","200 Bellann Ct, Annville, PA 17003, USA",-76.5299519,40.3512033
472,395682,PROVIDENCE CARE CENTER,900 THIRD AVE,BEAVER FALLS,PA,15010,BEAVER,180,For profit - Partnership,0,0,0,2.1919,0.7245199999999999,0.5754199999999999,3.4918400000000003,"900 THIRD AVE, BEAVER FALLS, PA, , 15010, USA","900 3rd Ave, Beaver Falls, PA 15010, USA",-80.31513029999999,40.7497501
473,395683,HIGHLANDS HEALTHCARE AND REHABILITATION CENTER,918 MAIN STREET,LAPORTE,PA,18626,SULLIVAN,120,For profit - Corporation,0,0,0,1.7241099999999998,0.8142,0.4354,2.97371,"918 MAIN STREET, LAPORTE, PA, , 18626, USA","918 Main St, Muncy Valley, PA 17758, USA",-76.50072209999999,41.4242278
474,395684,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE,134 MARWOOD ROAD,CABOT,PA,16023,BUTLER,142,Non profit - Corporation,0,0,0,2.37551,1.08835,0.58204,4.0459,"134 MARWOOD ROAD, CABOT, PA, , 16023, USA","134 Marwood Rd, Cabot, PA 16023, USA",-79.78519759999999,40.7730428
475,395688,FRIENDSHIP VILLAGE OF SOUTH HILLS,1290 BOYCE ROAD,PITTSBURGH,PA,15241,ALLEGHENY,89,Non profit - Corporation,0,*,0,1.51823,0.746,0.49367,2.7579,"1290 BOYCE ROAD, PITTSBURGH, PA, , 15241, USA","1290 Boyce Rd, Pittsburgh, PA 15241, USA",-80.1104825,40.313901
476,395690,HARLEE MANOR NURSING AND REHABILITATION CENTER,463 WEST SPROUL ROAD,SPRINGFIELD,PA,19064,DELAWARE,100,For profit - Corporation,*,18,*,2.17226,1.14556,1.15487,4.47269,"463 WEST SPROUL ROAD, SPRINGFIELD, PA, , 19064, USA","463 W Sproul Rd, Springfield, PA 19064, USA",-75.34914309999999,39.9283683
477,395692,TRANSITIONS HEALTHCARE WASHINGTON PA,90 HUMBERT LANE,WASHINGTON,PA,15301,WASHINGTON,120,For profit - Corporation,0,0,0,1.80972,1.03264,0.42245,3.26481,"90 HUMBERT LANE, WASHINGTON, PA, , 15301, USA","90 Humbert Ln, Washington, PA 15301, USA",-80.251582,40.1849352
478,395695,GREENERY CENTER FOR REHAB AND NURSING,2200 HILL CHURCH-HOUSTON ROAD,CANONSBURG,PA,15317,WASHINGTON,140,For profit - Corporation,*,0,0,1.51746,0.86308,0.5250100000000001,2.90554,"2200 HILL CHURCH-HOUSTON ROAD, CANONSBURG, PA, , 15317, USA","2200 Hill Church Houston Rd, Canonsburg, PA 15317, USA",-80.1928244,40.24308449999999
479,395697,WOODLAND PARK REHAB CENTER,18889 CROGHAN PIKE,ORBISONIA,PA,17243,HUNTINGDON,125,For profit - Corporation,*,0,0,1.91566,0.90429,0.45867,3.27862,"18889 CROGHAN PIKE, ORBISONIA, PA, , 17243, USA","18889 Croghan Pike, Orbisonia, PA 17243, USA",-77.8945145,40.2493174
480,395698,MEADOWCREST HEALTHCARE AND REHABILITATION CENTER,1200 BRAUN ROAD,BETHEL PARK,PA,15102,ALLEGHENY,50,For profit - Corporation,0,0,0,1.92427,0.43113,0.83898,3.1943900000000003,"1200 BRAUN ROAD, BETHEL PARK, PA, , 15102, USA","1200 Braun Rd, Bethel Park, PA 15102, USA",-80.04244609999999,40.2905291
481,395699,SWEDEN VALLEY MANOR,1028 EAST SECOND STREET,COUDERSPORT,PA,16915,POTTER,121,For profit - Corporation,0,0,0,2.06377,0.62527,0.51498,3.20401,"1028 EAST SECOND STREET, COUDERSPORT, PA, , 16915, USA","1028 E 2nd St, Coudersport, PA 16915, USA",-77.9793522,41.7693097
482,395700,BRADFORD MANOR,50 LANG MAID LANE,BRADFORD,PA,16701,MCKEAN,115,For profit - Corporation,0,0,0,2.2598700000000003,0.6711199999999999,0.62639,3.55738,"50 LANG MAID LANE, BRADFORD, PA, , 16701, USA","50 Langmaid Ln, Bradford, PA 16701, USA",-78.6803011,41.9416922
483,395701,ABINGTON MANOR,100 EDELLA ROAD,CLARKS SUMMIT,PA,18411,LACKAWANNA,119,For profit - Corporation,*,12,*,1.7698200000000002,1.04591,0.5114,3.3271300000000004,"100 EDELLA ROAD, CLARKS SUMMIT, PA, , 18411, USA","100 Edella Rd, South Abington Township, PA 18411, USA",-75.6863979,41.4819267
484,395702,"BEACON RIDGE, A CHOICE COMMUNITY",1515 WAYNE AVENUE,INDIANA,PA,15701,INDIANA,118,Non profit - Corporation,0,0,0,2.16037,0.76212,0.6686,3.5910800000000003,"1515 WAYNE AVENUE, INDIANA, PA, , 15701, USA","1515 Wayne Ave, Indiana, PA 15701, USA",-79.1602326,40.5894275
485,395705,HEMPFIELD MANOR,1118 WOODWARD DRIVE,GREENSBURG,PA,15601,WESTMORELAND,120,For profit - Corporation,0,0,0,2.05772,0.706,0.7833100000000001,3.54704,"1118 WOODWARD DRIVE, GREENSBURG, PA, , 15601, USA","1118 Woodward Dr, Greensburg, PA 15601, USA",-79.57385769999999,40.2892174
486,395706,"GARDENS AT EAST MOUNTAIN, THE",101 EAST MOUNTAIN DRIVE,WILKES-BARRE,PA,18702,LUZERNE,120,For profit - Corporation,*,0,0,1.88526,0.78045,0.6232800000000001,3.28899,"101 EAST MOUNTAIN DRIVE, WILKES-BARRE, PA, , 18702, USA","101 E Mountain Blvd, Wilkes-Barre, PA 18702, USA",-75.8134101,41.2592794
487,395707,CLARION HEALTHCARE AND REHABILITATION CENTER,999 HEIDRICK STREET,CLARION,PA,16214,CLARION,83,For profit - Corporation,*,0,0,1.55574,0.94426,0.81145,3.31145,"999 HEIDRICK STREET, CLARION, PA, , 16214, USA","999 Heidrick St, Clarion, PA 16214, USA",-79.376802,41.202187
488,395711,ELKINS CREST HEALTH & REHABILITATION CENTER,265 E. TOWNSHIP LINE ROAD,ELKINS PARK,PA,19027,MONTGOMERY,150,For profit - Corporation,0,66,*,1.7519999999999998,0.94651,0.39963,3.0981400000000003,"265 E. TOWNSHIP LINE ROAD, ELKINS PARK, PA, , 19027, USA","265 Township Line Rd, Elkins Park, PA 19027, USA",-75.1003063,40.0721832
489,395712,CARLETON HEALTHCARE AND REHABILITATION CENTER,10 WEST AVENUE,WELLSBORO,PA,16901,TIOGA,26,For profit - Corporation,0,0,0,1.90469,0.0,1.46638,3.37107,"10 WEST AVENUE, WELLSBORO, PA, , 16901, USA","10 West Ave, Wellsboro, PA 16901, USA",-77.307807,41.744868
490,395713,WILLOWS OF PRESBYTERIAN SENIORCARE,1215 HULTON ROAD,OAKMONT,PA,15139,ALLEGHENY,193,Non profit - Corporation,0,0,0,2.31896,0.7310399999999999,0.79887,3.84887,"1215 HULTON ROAD, OAKMONT, PA, , 15139, USA","1215 Hulton Rd, Oakmont, PA 15139, USA",-79.8286009,40.5251256
491,395715,WESLEY ENHANCED LIVING AT STAPELEY,6300 GREENE STREET,PHILADELPHIA,PA,19144,PHILADELPHIA,120,Non profit - Corporation,0,*,*,2.16631,0.97703,0.6066600000000001,3.75,"6300 GREENE STREET, PHILADELPHIA, PA, , 19144, USA","6300 Greene St, Philadelphia, PA 19144, USA",-75.1855982,40.0393608
492,395716,"SMITH HEALTH CARE, LTD.",453 SOUTH MAIN ROAD,MOUNTAIN TOP,PA,18707,LUZERNE,37,For profit - Corporation,*,0,0,1.97245,0.73288,0.93196,3.6373,"453 SOUTH MAIN ROAD, MOUNTAIN TOP, PA, , 18707, USA","453 S Main Rd, Mountain Top, PA 18707, USA",-75.925477,41.1267179
493,395718,WAVERLY HEIGHTS,1400 WAVERLY ROAD,GLADWYNE,PA,19035,MONTGOMERY,49,Non profit - Corporation,5,0,0,2.8846700000000003,0.0,1.7781900000000002,4.66285,"1400 WAVERLY ROAD, GLADWYNE, PA, , 19035, USA","1400 Waverly Rd, Gladwyne, PA 19035, USA",-75.2767619,40.04773410000001
494,395719,RIVERSIDE CARE CENTER,100 EIGHTH AVENUE,MCKEESPORT,PA,15132,ALLEGHENY,120,For profit - Corporation,0,0,0,2.15252,0.90375,0.65983,3.7161,"100 EIGHTH AVENUE, MCKEESPORT, PA, , 15132, USA","100 8th St, McKeesport, PA 15132, USA",-79.8676886,40.3477068
495,395722,RESTORE HEALTH AT UNIVERSITY CITY,3609 CHESTNUT STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,124,For profit - Corporation,0,12,*,1.69842,0.67443,0.24663,2.61948,"3609 CHESTNUT STREET, PHILADELPHIA, PA, , 19104, USA","3609 Chestnut St, Philadelphia, PA 19104, USA",-75.1948919,39.9550347
496,395726,HARMON HOUSE CARE CENTER,601 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,WESTMORELAND,109,For profit - Corporation,0,0,0,1.86543,0.98402,0.6664899999999999,3.5159300000000004,"601 SOUTH CHURCH STREET, MOUNT PLEASANT, PA, , 15666, USA","601 S Church St, Mt Pleasant, PA 15666, USA",-79.5469529,40.1453294
497,395728,SNYDER MEMORIAL HEALTH CARE CENTER,"PO BOX 680, 156 SNYDER MEMORIAL RD",MARIENVILLE,PA,16239,FOREST,100,For profit - Corporation,0,0,0,2.0712200000000003,0.96443,0.50473,3.54039,"PO BOX 680, 156 SNYDER MEMORIAL RD, MARIENVILLE, PA, , 16239, USA","156 Snyder Memorial Rd, Marienville, PA 16239, USA",-79.1323975,41.4652113
498,395729,"GARDENS AT EASTON, THE",498 WASHINGTON STREET,EASTON,PA,18042,NORTHAMPTON,181,For profit - Corporation,*,0,0,1.9945,0.89089,0.3741,3.25949,"498 WASHINGTON STREET, EASTON, PA, , 18042, USA","498 Washington St, Easton, PA 18042, USA",-75.2122614,40.6869295
499,395730,KADIMA REHABILITATION & NURSING AT LAKESIDE,245 OLD LAKE ROAD,DALLAS,PA,18612,LUZERNE,31,For profit - Corporation,0,0,0,1.7970099999999998,0.92459,0.96863,3.69023,"245 OLD LAKE ROAD, DALLAS, PA, , 18612, USA","245 Old Lake Rd, Dallas, PA 18612, USA",-76.02585549999999,41.34536000000001
500,395731,MANORCARE HEALTH SERVICES-BETHEL PARK,60 HIGHLAND ROAD,BETHEL PARK,PA,15102,ALLEGHENY,160,Non profit - Corporation,0,0,0,1.86751,0.53959,0.97282,3.3799300000000003,"60 HIGHLAND ROAD, BETHEL PARK, PA, , 15102, USA","60 Highland Rd, Bethel Park, PA 15102, USA",-80.04623629999999,40.3485481
501,395732,UPMC HERITAGE PLACE,5701 PHILLIPS AVENUE,PITTSBURGH,PA,15217,ALLEGHENY,143,Non profit - Corporation,0,0,0,2.58874,0.6715800000000001,1.20449,4.46481,"5701 PHILLIPS AVENUE, PITTSBURGH, PA, , 15217, USA","5701 Phillips Ave, Pittsburgh, PA 15217, USA",-79.9249543,40.4318494
502,395733,GETTYSBURG CENTER,867 YORK ROAD,GETTYSBURG,PA,17325,ADAMS,118,For profit - Corporation,0,0,0,2.0003900000000003,0.90756,0.4879,3.39585,"867 YORK ROAD, GETTYSBURG, PA, , 17325, USA","867 York Rd, Gettysburg, PA 17325, USA",-77.210933,39.837427
503,395735,LIFEQUEST NURSING CENTER,2450 JOHN FRIES HIGHWAY,QUAKERTOWN,PA,18951,BUCKS,140,Non profit - Corporation,0,0,0,1.85325,0.8727299999999999,0.49925,3.22523,"2450 JOHN FRIES HIGHWAY, QUAKERTOWN, PA, , 18951, USA","2450 John Fries Hwy, Quakertown, PA 18951, USA",-75.38019469999999,40.4424186
